,author,review,rating,date,scores_vader,compound_vader,score_vader,polarity_textblob,subjectivity_textblob,score_textblob,strenth/opportunity,weakness/threats,classified_reviews
141,Dominick Sterling,Terrible . Ever since this new update on the S10+ all the App is good for is crashing ..I mean every single time. Never had this problem before but now I have to delete and re install the app every time . And yess the phone is updated.,Rated 1 stars out of five stars,09-Apr-20,"{'neg': 0.086, 'neu': 0.874, 'pos': 0.041, 'compound': -0.2875}",-0.2875,Negative,-0.109512987,0.591266234,Negative,,1,3
142,Kate Beckman,"Absolutely terrible! My yoga teacher is using it for a playlist so i had to sign up to hear music at home. Long wait times between every page, took forever to sign up and still not working correctly. Ugh!!!",Rated 1 stars out of five stars,04-Apr-20,"{'neg': 0.109, 'neu': 0.835, 'pos': 0.056, 'compound': -0.4988}",-0.4988,Negative,-0.548828125,0.7,Negative,,1,3
143,Aman Patidar14,"I used love using apple music.. But after updates.. It getting slower and slower.. Even lyrics arent flow smooth sometimes.. And it feels more bad after you pay for it and cant receive proper service, songs take too long in loading (online)",Rated 3 stars out of five stars,04-Apr-20,"{'neg': 0.11, 'neu': 0.802, 'pos': 0.089, 'compound': 0.0018}",0.0018,Positive,0.108333333,0.461111111,Positive,1,,1
144,Chris Shelby,"Gets the job done, but does have various bugs including when listening to downloaded music when theres no service Im unable to choose a song by choice and forced to shuffle. Playlist will restart or bug out sometimes rarely.",Rated 3 stars out of five stars,08-Apr-20,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.7783}",-0.7783,Negative,-0.125,0.525,Negative,,0,2
145,Sunshine,"The new update is messing things up as in not playing any music, music skipping through all tracks without playing anything and not being able to download any music as well. I have a Samsung Galaxy S7.",Rated 1 stars out of five stars,03-Apr-20,"{'neg': 0.085, 'neu': 0.858, 'pos': 0.056, 'compound': -0.0217}",-0.0217,Negative,0.318181818,0.539772727,Positive,,0,2
146,azabe shaloom,I love it. Except where it suddenly moods up and refuses to download songs. Hastle of unstalling and reinstalling again. Also could you look into getting us albums that match our ones or so instead of random ones that are a hit?,Rated 4 stars out of five stars,06-Apr-20,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.6369}",0.6369,Positive,0,0.533333333,Negative,1,,1
147,Paul Androe Salceda,"Please fix the bug when using this app offline: when we click a song, it doesnt play immediately. Were going to wait for minutes in order the song to be played.",Rated 3 stars out of five stars,04-Apr-20,"{'neg': 0.103, 'neu': 0.759, 'pos': 0.137, 'compound': 0.2878}",0.2878,Positive,0,0,Negative,1,,1
148,T N,Having so many random issues like the next list repopulating even after Ive deleted them all one by one or not playing the song that Im clicking on. Now i cant even log back in. This thing is too glitchy.,Rated 2 stars out of five stars,03-Apr-20,"{'neg': 0.039, 'neu': 0.9, 'pos': 0.061, 'compound': 0.2283}",0.2283,Positive,0,0.25,Negative,1,,1
149,chinazo azike,"After my 3 month trial which I really enjoyed, apple music logged me out even after I updated my account details. I have forgotten my ID and i tried to get it back but still to no avail.",Rated 3 stars out of five stars,09-Apr-20,"{'neg': 0.116, 'neu': 0.821, 'pos': 0.063, 'compound': -0.2391}",-0.2391,Negative,0.25,0.35,Positive,,0,2
150,abbreviatedalex,"I used an iPhone for years, so I was excited to see I could still use Apple Music if I switched to Android. Unfortunately, even setting aside the awful UI redesign, the app on Android is a glitchy mess. Every time I open the app, something goes wrong. Songs refuse to play, or skip halfway through. A...\nFull Review",Rated 2 stars out of five stars,23-Mar-20,"{'neg': 0.209, 'neu': 0.711, 'pos': 0.08, 'compound': -0.7976}",-0.7976,Negative,-0.3,0.720833333,Negative,,1,3
151,Abdumaliki S Abdullahi,"The new updated version crash every time and songs aint playing individually, I have to play the entire album in order to play just one song from it. Its really bad please fix it",Rated 1 stars out of five stars,06-Apr-20,"{'neg': 0.19, 'neu': 0.636, 'pos': 0.174, 'compound': -0.1795}",-0.1795,Negative,-0.140909091,0.53655303,Negative,,0,2
152,Burnout Bros.,"I was using the Apple music app perfectly, but when I switched my account from one phone to another it stopped downloading music. This is really frustrating because I cant listen to music offline.",Rated 2 stars out of five stars,07-Apr-20,"{'neg': 0.221, 'neu': 0.711, 'pos': 0.068, 'compound': -0.6994}",-0.6994,Negative,0.3,0.95,Positive,,0,2
153,Isabel P,Keeps skipping songs! It was working just fine then all of a sudden it wont load any songs and just goes through my library without playing anything. Fix this!!!!,Rated 1 stars out of five stars,03-Apr-20,"{'neg': 0.052, 'neu': 0.851, 'pos': 0.097, 'compound': 0.3348}",0.3348,Positive,0.208333333,0.5,Positive,1,,1
154,tender Puppeteer,"Dear developers, let this app see music I had earlier on my devices. Most of those items csnt be played because it says its not avalaible in my country. But its already here and I want to add it to the player. When you use iPhone, you can actually synchronize all the data with all the media you p...\nFull Review",Rated 1 stars out of five stars,09-Apr-20,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.6486}",0.6486,Positive,0.166666667,0.366666667,Positive,1,,1
155,Gustavo Hernandez Minetti,Has this app been tested properly? I tried to manage my subscriptions and it does not work at all. I get an undefined error on my galaxy s10. Perhaps apple should hire more testers next time.,Rated 1 stars out of five stars,04-Apr-20,"{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,0.166666667,0.2,Positive,,1,3
156,Tyler Howell,"The 3 month trial baited me in, and boy am I glad it did because the Interface and music library are perfect. Simple, without lacking any essential features",Rated 5 stars out of five stars,08-Apr-20,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.7717}",0.7717,Positive,0.375,0.664285714,Positive,0,,0
157,Aakash Vats,"I used it for a long time now on my android phone. Everything is working fine except whenever I play, pause or skip song to any time of a track, I hear the notification sound from my phone. Its very very annoying, frustrating and irritating. Please help me out. It happened some 1 or 2 months ago(no...\nFull Review",Rated 3 stars out of five stars,15-Mar-20,"{'neg': 0.154, 'neu': 0.699, 'pos': 0.146, 'compound': -0.364}",-0.364,Negative,-0.172222222,0.666666667,Negative,,0,2
158,Mary Mitchell,"Doesnt work well with my Galaxy S7. Maybe its because its an Apple product, Im not sure, but there is always a lag time when the first song plays. The app constantly freezes and has to restart. One thing I wish they could update is the search bar. Once I click the search icon, it should automati...\nFull Review",Rated 3 stars out of five stars,15-Mar-20,"{'neg': 0.115, 'neu': 0.788, 'pos': 0.097, 'compound': 0.2292}",0.2292,Positive,0,0.518518519,Negative,0,,0
159,Aditya Baliga,Facing Billing issues. Keep getting mail saying Billing problem. I update payment methods every time. This issue keeps repeating and Im not able to subscribe.,Rated 2 stars out of five stars,05-Apr-20,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,-0.25,0.625,Negative,,0,2
160,Robert P. Ruddle Jr.,"Wont play mp3 tracks I own and stalls because it seems to be verifying my content. I own ( to this day, this company made me distrust digital content entirely ) hundreds of CDs I copied to my iMac taking nearly 500gb of drive space. Doesnt play content I purchased from the \xf0\x9f\x8d\x8e ripoff center. Though...\nFull Review",Rated 2 stars out of five stars,09-Apr-20,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.707}",-0.707,Negative,0.2,0.520833333,Positive,,0,2
161,Gareth Clarke,Bluetooth audio output considerably lower compared to the likes of SoundCloud and YouTube. Using Samsung Note 10+ on One ui 2.1 if that helps to fix bug. Please fix!,Rated 3 stars out of five stars,09-Apr-20,"{'neg': 0.07, 'neu': 0.705, 'pos': 0.225, 'compound': 0.6704}",0.6704,Positive,0.125,0.45,Positive,1,,1
162,Michael,"It\s a decent port but it\s missing a key thing that\s keeping it from me rating it a 4 or 5 star app. After searching for an artist using the search function then pressing either albums or songs, you can\t shuffle all songs. I know you can just find the artist under artist and shuffle from th...\nFull Review",Rated 3 stars out of five stars,24-Mar-20,"{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative,-0.011111111,0.572222222,Negative,,0,2
163,Daniel Bergl\xc3\xb8v,"Tried several times now, to setup an account. Two first times, it just popped up with a message saying, that an there was an error. I forced closed the application and tried again. This time, whenever I finish the setup with the email verification, it just starts the registration from scratch. Im d...\nFull Review",Rated 1 stars out of five stars,21-Mar-20,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.6908}",-0.6908,Negative,-0.0375,0.158333333,Negative,,0,2
164,Ben Mastin,Absolutely pointless. Just does what it feels like and often wont download a full album unless you tell it to multiple times. Often just ignores certain button presses. Get used to the phrase Something went wrong. Try again later. Shuffle and repeat functions are obtusely placed. Cant queue up d...\nFull Review,Rated 1 stars out of five stars,12-Mar-20,"{'neg': 0.093, 'neu': 0.824, 'pos': 0.082, 'compound': -0.1531}",-0.1531,Negative,-0.030952381,0.420238095,Negative,,1,3
165,Iker Ik,"Some bugs with songs getting added to the library but showing on the artists page as not added. Shuffle and repeat buttons are hidden instead of in the player. I like the Favourites list, but the discovery one is lacking A LOT. It should be like Spotify. For example, I like hearing music in differe...\nFull Review",Rated 2 stars out of five stars,12-Mar-20,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.8674}",0.8674,Positive,-0.166666667,0.333333333,Negative,0,,0
166,Doug Feng,"I have a smart playlist for any new song added recently to show up there. About 3 weeks ago, a bunch of songs that were once in my library years prior show up at the very top now (and they are no longer in my library - shows a + sign instead of the download) so it violates the smart rules set up. ...\nFull Review",Rated 1 stars out of five stars,25-Mar-20,"{'neg': 0.087, 'neu': 0.8, 'pos': 0.113, 'compound': 0.1815}",0.1815,Positive,0.202489177,0.44004329,Positive,0,,0
167,John Simeon,"*****Feature Request***** Great app for music and the fact that its multi-platform is also a plus. Could we also have an option to: - Play on one device and continue on another. - See whats playing on other devices. - Play, Pause, Next, Previous the now playing from any other device. These feature...\nFull Review",Rated 4 stars out of five stars,28-Mar-20,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.8885}",0.8885,Positive,0.076666667,0.333333333,Positive,1,,1
168,aditya arora,"It is fine. You can optimize it much more. And please when we click on the search icon, why do we have to click once again on the search bar for the keyboard to pop up. That does not make any sense. If I have clicked on the icon, that means I want to search a song/artist/album. I shouldnt have to c...\nFull Review",Rated 3 stars out of five stars,30-Mar-20,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.7832}",0.7832,Positive,0.458333333,0.5,Positive,0,,0
169,Dennis Brusilovskiy,"Glad to have this app on android but it\s so buggy it\s barely usable. I have it on an android tablet, and the now playing screen is so narrow in landscape mode that I can\t read the name of the song currently playing, nor can I skip or rewind (because those buttons are cut off) nor can I view lyr...\nFull Review",Rated 1 stars out of five stars,15-Mar-20,"{'neg': 0.043, 'neu': 0.854, 'pos': 0.103, 'compound': 0.4118}",0.4118,Positive,0.0875,0.475,Positive,0,,0
170,chris haase,"My experience is pretty okay but, really guys youve gotta fix the queue. I really appreciate you have an app for Android, however if you could revise the problem of the play/pause icons blocking any form of queue edits or playing the next song (especially at the top of your queue) and simply move i...\nFull Review",Rated 1 stars out of five stars,21-Mar-20,"{'neg': 0.104, 'neu': 0.718, 'pos': 0.178, 'compound': 0.4569}",0.4569,Positive,0.20625,0.469642857,Positive,0,,0
171,Alec Schwartz,"The app overall is good, but I would change some stuff: overall compatibility with Android, streaming speed (both iOS and Android), the playlist selection and For You page was good but now lacking behind Spotify. Open public playlists would be amazing to have, good podcasts, and bit more features wo...\nFull Review",Rated 4 stars out of five stars,02-Apr-20,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.9418}",0.9418,Positive,0.28,0.446666667,Positive,0,,0
172,J HC,For the most part very user friendly and intuitive to use. A couple things in future updates to create a seamless transition with music already purchased and/or uploaded into iTunes: 1. Ability to sync music uploaded/saved to iTunes into Apple music from computer. 2. Selecting multiple songs to move...\nFull Review,Rated 3 stars out of five stars,25-Mar-20,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.7832}",0.7832,Positive,0.195833333,0.254166667,Positive,1,,1
173,Mark McNiven,"Great app, although, they have a habit of deleting albums and songs from their library which means they are no longer available & there have been a number of times Ive searched for certain songs only to find they dont have them. I think that having to pay \xc2\xa39.99 a month you would think that the mus...\nFull Review",Rated 4 stars out of five stars,16-Mar-20,"{'neg': 0.061, 'neu': 0.812, 'pos': 0.127, 'compound': 0.5994}",0.5994,Positive,0.353571429,0.680357143,Positive,0,,0
174,Maurice Hendry,"As of today it doesnt play music. It began freezing when I was switching songs and now does not work at all even after restarting the phone. Also, I dont think its fair or reasonable that simply because I switched from an iPhone to Android, that I should suddenly have to pay to play my own music ...\nFull Review",Rated 1 stars out of five stars,14-Mar-20,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.7035}",-0.7035,Negative,0.3,0.671428571,Positive,,0,2
175,Harsh Bhat,"It keeps crashing minute after minute and it is so frustrating for me I am not gonna pay for money for such a app, even though it has an amazing catalogue. It really is disappointing and I hope they do something to it so that it will work properly. It really is frustrating and I am gonna uninstall i...\nFull Review",Rated 1 stars out of five stars,04-Apr-20,"{'neg': 0.159, 'neu': 0.725, 'pos': 0.116, 'compound': -0.6079}",-0.6079,Negative,-0.16,0.78,Negative,,1,3
176,jonathan carter,Does not give you your music library that you paid for just offers you a subscription to pay monthly not to buy I dont listen to much music and I would rather buy my music from now on CDs,Rated 1 stars out of five stars,07-Apr-20,"{'neg': 0.038, 'neu': 0.962, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Negative,0.15,0.1,Positive,,1,3
177,Thi\xe1\xbb\x87n V\xc3\xb5,"Serious problems with connection (loads songs very slowly on a 30Mbps connection). Lacks functionality in comparison with its biggest competitor \xe2\x80\x94 Spotify (e.g., sleep timer). Personal mixes are good but not as good as Spotfify. But I kind of prefer the apps simple design over Spotifys a bit, thou...\nFull Review",Rated 4 stars out of five stars,18-Mar-20,"{'neg': 0.058, 'neu': 0.83, 'pos': 0.112, 'compound': 0.5859}",0.5859,Positive,0.182380952,0.563401361,Positive,0,,0
178,Roshit Hample,"My past one year experience with app is not so good. Earlier I had a cheap android phone and this app used to lag a lot on it. But now that iam using a 1+ device it isnt as choppy as it is supposed to be. Apple is known for its quality and if this is the quality that they are delivering, I think t...\nFull Review",Rated 1 stars out of five stars,17-Mar-20,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.6628}",-0.6628,Negative,0.13,0.45,Positive,,0,2
179,justine wittels,App was working fine for my country. All of a sudden songs that have been working for the last year are showing as not part of my countrys rights but what changed? I cant even download or listen to songs now without this country warning blocking functionality. Please fix this. I need some lockdown ...\nFull Review,Rated 1 stars out of five stars,01-Apr-20,"{'neg': 0.057, 'neu': 0.826, 'pos': 0.116, 'compound': 0.362}",0.362,Positive,0.138888889,0.355555556,Positive,1,,1
180,mikaela mae,"wanted to switch bc audio quality is better. HOWEVER, the app is incredibly buggy. playlist cover arts often go missing, library takes forever to update even with a fast internet connection, downloaded songs glitch (like how the music skips when a CD is scratched or when a needle skips over the groo...\nFull Review",Rated 2 stars out of five stars,05-Apr-20,"{'neg': 0.041, 'neu': 0.904, 'pos': 0.055, 'compound': 0.1779}",0.1779,Positive,0.35,0.5125,Positive,0,,0
181,Abhishek Sahu,"Latest update came with lot of bugs firstly i have to press two times to play a song and its quite irritating (This is occurring only when the phone is connected to external bluetooth speaker), also earlier if there was only one song in an album it starts repeating the song but now it just stops hav...\nFull Review",Rated 1 stars out of five stars,15-Mar-20,"{'neg': 0.069, 'neu': 0.902, 'pos': 0.029, 'compound': -0.3284}",-0.3284,Negative,0.05,0.661904762,Positive,,0,2
182,Favour Emma-Nwachukwu,"Itll work well for a while and then crash; you wont be able to play any music although you can still see your library and downloaded songs. But you cant play them. Then Ill have to uninstall the app, redownload it and all my songs too. Its gotten irritating at this point. Ill be moving to Spot...\nFull Review",Rated 1 stars out of five stars,16-Mar-20,"{'neg': 0.166, 'neu': 0.733, 'pos': 0.101, 'compound': -0.6597}",-0.6597,Negative,-0.225,0.85625,Negative,,0,2
183,Partha Thakuria,Service is fantastic. The app is a bit on the slower side but overall experience have been stellar.,Rated 5 stars out of five stars,06-Apr-20,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182,Positive,0.216666667,0.383333333,Positive,0,,0
184,Maurice Easter,"I love apple music but not on android. Currently using on the galaxy s9+ and I swear I have to uninstall and reinstall this app every few days. Music just stops streaming sound out of nowhere, sometimes when trying to play music it just keeps pausing and pausing in a continuous loop. Definitely wish...\nFull Review",Rated 2 stars out of five stars,01-Apr-20,"{'neg': 0.055, 'neu': 0.787, 'pos': 0.158, 'compound': 0.7935}",0.7935,Positive,0.14,0.4,Positive,0,,0
185,Duncan Goetze,"Recent update strange: I can no longer seek within the audio file, ie. I cant choose where to start playing from. I usually want to hear the whole song, but sometimes I want to seek within it. Otherwise the app is fine. Its recommendations are generally more accurate than other software, it has a c...\nFull Review",Rated 2 stars out of five stars,14-Feb-20,"{'neg': 0.055, 'neu': 0.83, 'pos': 0.114, 'compound': 0.296}",0.296,Positive,0.136458333,0.382291667,Positive,1,,1
186,Elizabeth Ojewunmi,"Exceptional music app!!! The ease at which I can find any song, access new and constantly updated playlists, and being able to sing along with the artist through the lyrics feature, are truly amazing. The monthly subscription fee is quite moderate considering the volume and array of songs I have acc...\nFull Review",Rated 5 stars out of five stars,20-Feb-20,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.8772}",0.8772,Positive,0.372727273,0.668813131,Positive,0,,0
187,Kamran Pirzada,"Its good, The all over experience is great, wide music range, awesome UI, great music quality. Ive been in love with this App.! Only thing i want in this is the Volume Button, like in the iOS music App.! That volume Button on the bottom gives chills, thats all i want in this Android Apple Music A...\nFull Review",Rated 5 stars out of five stars,13-Mar-20,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.9753}",0.9753,Positive,0.546428571,0.728571429,Positive,1,,1
188,Victor Br\xc3\xa6nd,"There has been some problems making this app barely usable but these have been fixed. Thouhg there is still some problems which are not bugs. Quite often, albums genre is categorised wrong. There is also apparently no way to unlike or undislike everything which makes the recommendations quite bad d...\nFull Review",Rated 3 stars out of five stars,22-Mar-20,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.9555}",-0.9555,Negative,-0.215,0.443333333,Negative,,0,2
189,Aaron Farn,"My gf was trying to use my apple music & it asked for a 6 digit code sent to a cell # that I didnt recognize, it wasnt the # attached to my account. They wouldnt remove the #. I spoke with 2 support techs who were incredibly lazy and all they would do is send me articles to read on my own. Long sto...\nFull Review",Rated 1 stars out of five stars,22-Mar-20,"{'neg': 0.046, 'neu': 0.909, 'pos': 0.045, 'compound': -0.024}",-0.024,Negative,0.1,0.8,Positive,,0,2
190,Chrissy Biebel,"This app sucks with Google. Constantly getting billing errors, but its billed through my cell phone. Usually I can just log into my apple account to get around the error message, but apparently not any more. I do not recommend any Android users pay for this. When it actually works though, its grea...\nFull Review",Rated 1 stars out of five stars,27-Mar-20,"{'neg': 0.199, 'neu': 0.801, 'pos': 0.0, 'compound': -0.8645}",-0.8645,Negative,-0.0125,0.305555556,Negative,,0,2
191,Diamond Imperium,"So many bugs. Keeps saying I have no music downloades but the downloads are taking my storage, app glitches a lot worh downloads. Tempted to switch to Spotify",Rated 3 stars out of five stars,05-Apr-20,"{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.1531}",-0.1531,Negative,0.5,0.5,Positive,,1,3
192,\xd7\x90\xd7\x9c\xd7\x99\xd7\x90\xd7\x91 \xd7\x9e\xd7\xa8\xd7\x9c\xd7\xa0\xd7\x93,"Strange how apple made this app so badly. Especially since the last update. Playlists dont work anymore, songs just play on repeat. The shuffle and repeat options are sometimes impossible to reach. Any time you minimise the app and go back to it goes back to the main page, so navigating the app is ...\nFull Review",Rated 1 stars out of five stars,15-Feb-20,"{'neg': 0.094, 'neu': 0.848, 'pos': 0.057, 'compound': -0.5092}",-0.5092,Negative,-0.078571429,0.364285714,Negative,,0,2
193,Heather Kaye,Good...have had trouble with some songs and some glitching but mostly good and I get a free subscription because I have Verizon contract phones,Rated 4 stars out of five stars,10-Apr-20,"{'neg': 0.066, 'neu': 0.639, 'pos': 0.295, 'compound': 0.8151}",0.8151,Positive,0.3,0.533333333,Positive,0,,0
194,Nahal Gomel,"I really like the app in comparisons to other music streamers, but recently it crashes and dont load quit often.",Rated 3 stars out of five stars,09-Apr-20,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2255}",0.2255,Positive,0.025,0.275,Positive,0,,0
195,Kaylyn Daniels,"The new queue update is so annoying. Especially when Im removing songs from up next and after each song I remove it shoots back to the top of the list. Not to mention that the control buttons cover up like a third of the songs in the queue, feels a bit claustrophobic. They disappear when you scro...\nFull Review",Rated 3 stars out of five stars,15-Feb-20,"{'neg': 0.089, 'neu': 0.84, 'pos': 0.071, 'compound': -0.2712}",-0.2712,Negative,-0.114204545,0.450568182,Negative,,0,2
196,Lu\xc3\xads Costa,"This app has nothing on Spotify. Ever since it was released it is glitchy, slow and the menus are not intuitive. A few years have passed and nothing changed - even the interface is bland and outdated. I am getting this for free from my service provider and still I subscribe to Spotify from time to t...\nFull Review",Rated 1 stars out of five stars,07-Mar-20,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.5106}",0.5106,Positive,-0.133333333,0.553333333,Negative,0,,0
197,Aniruddh Joshi,Apple music is amazing when used in iPhone but it lags a lot in android. They can have the volume slider just like it is in iPhone and more options in how to arrange the songs in playlists. Ive been using apple music for like 2 years in iPhone and I seriously think since the time Ive started using...\nFull Review,Rated 2 stars out of five stars,24-Mar-20,"{'neg': 0.08, 'neu': 0.785, 'pos': 0.134, 'compound': 0.5574}",0.5574,Positive,0.255555556,0.688888889,Positive,0,,0
198,ahmad agbaje,"It just suddenly glitches and I cant play any of my downloaded music, add to my library or edit/create playlists. I dont understand it but Im really disappointed in apple. Why release the app if theres still a thousand bugs? And they do t even reply to these reviews because they dont care about...\nFull Review",Rated 2 stars out of five stars,04-Apr-20,"{'neg': 0.166, 'neu': 0.834, 'pos': 0.0, 'compound': -0.8608}",-0.8608,Negative,-0.375,0.625,Negative,,1,3
199,Jan Rymarz,"I expected more. The Android version is less polished than the iOS version. Eg there is no volume bar so you need to use the phones physical volume rocker to adjust volume. Also, you cannot change the music genres entered when first installing the app so if youre not careful, tough luck (thats no...\nFull Review",Rated 3 stars out of five stars,22-Feb-20,"{'neg': 0.107, 'neu': 0.87, 'pos': 0.024, 'compound': -0.5795}",-0.5795,Negative,0.020634921,0.468027211,Positive,,0,2
200,Joseph McKenzie,"Pros: Good sound quality Cons: Unintuitive UI. When adding multiple songs to a playlist, you have to check the song, click the check in the corner, and then click the check on the playlist itself to say youre done editing. Thats far too many checks to be intuitive or user friendly. I am also unabl...\nFull Review",Rated 2 stars out of five stars,07-Mar-20,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.7269}",0.7269,Positive,0.345833333,0.5,Positive,0,,0
201,TheAtom,COMPLETLY USELESS! Cant get all the songs I BOUGHT WITH MY OWN MONEY! Its just another protal that allows the new greedy overly corprate apple to force Apple Music on us. All it does is pester you to subscribe to Apple Music & it has no way to acces our personal iTunes library so all that money we s...\nFull Review,Rated 1 stars out of five stars,18-Mar-20,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.8233}",-0.8233,Negative,0.065340909,0.488636364,Positive,,1,3
202,Chris Kelley,I just went through a 1 and 1/2 hour ordeal just to be able to get access to this app. No wonder I didnt keep it in the past. Now I remember that I had trouble 2 times in the past with this app over the years. I finally decided to download it because I want to try to get all my music in one place. ...\nFull Review,Rated 2 stars out of five stars,25-Mar-20,"{'neg': 0.079, 'neu': 0.9, 'pos': 0.021, 'compound': -0.5574}",-0.5574,Negative,-0.04,0.465,Negative,,1,3
203,Alberto sanchez,"It works as intended its just that it does stuff that can drive you batty. Some new downloads never ever show up in the recently downloaded section. If you download more than 2 albums simultaniously, there is a good chance some songs will get stuck in a downloading loop. Oh! And if you dont turn off...\nFull Review",Rated 3 stars out of five stars,29-Mar-20,"{'neg': 0.034, 'neu': 0.876, 'pos': 0.089, 'compound': 0.4926}",0.4926,Positive,0.377840909,0.451136364,Positive,0,,0
204,FaZe frisen,I have used apple music for years and love it . The only thing they should change is the songs they delete I have had a bunch of my music deleted,Rated 5 stars out of five stars,10-Apr-20,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.6369}",0.6369,Positive,0.25,0.8,Positive,0,,0
205,Tamesha McFarland,"3/7/20 ETA: App doesnt work on the Galaxy S20+. Will not allow you to sign in.: Im not sure why this app is so horrible, but it is. And every update seems to make it worse. i switched to Apple Music from Spotify because i like how you can make smart playlists to listen to songs you havent listene...\nFull Review",Rated 1 stars out of five stars,08-Mar-20,"{'neg': 0.142, 'neu': 0.759, 'pos': 0.099, 'compound': -0.2286}",-0.2286,Negative,-0.358928571,0.782936508,Negative,,1,3
206,Andrew Lockhart,"Love the new personalised radio station. Saves me switching between the different genres. *Edit: Has been very buggy of late on pixel 2xl running Android 10. Sometimes when opening get a bare screen. Only the play button and playlist menus show up (both unresponsive), need to close and reset a few t...\nFull Review",Rated 2 stars out of five stars,13-Mar-20,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.765}",0.765,Positive,0.048295455,0.469318182,Positive,0,,0
207,Creepy RadioPasta,"Pretty good, save for the many and numerous bugs. On this version (the android version) its somehow less buggy than the iOS version, but the bug that both share is that when moving songs in the queue they get shifted in a very haphazard way: being flung upwards and downwards at seemingly light spee...\nFull Review",Rated 4 stars out of five stars,07-Feb-20,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.7876}",0.7876,Positive,0.129047619,0.623809524,Positive,1,,1
208,Jonathan Newsham,"Much improved from when I last used this app but it still doesnt mean its at all close to Spotify. Recommendations are very poor and slow to update, which is the main reason I use streaming apps. And for some reason the Android version of this app has a glitch that when scrolling for a letter does...\nFull Review",Rated 3 stars out of five stars,12-Feb-20,"{'neg': 0.078, 'neu': 0.887, 'pos': 0.035, 'compound': -0.5483}",-0.5483,Negative,-0.127638889,0.41125,Negative,,0,2
209,Evan Rothenbacher,"Great app missing some features though. Id like to be able to control what Im listening to using my phone if Im on my computer. Next is the skip option, basically when you skip it will stop what you are listening to and switch song without unpausing. Lastly Ive heard about how people were compla...\nFull Review",Rated 4 stars out of five stars,03-Mar-20,"{'neg': 0.07, 'neu': 0.825, 'pos': 0.105, 'compound': 0.4939}",0.4939,Positive,0.22,0.298333333,Positive,0,,0
210,Ken Mai,"Worst UX ever. Why is the shuffle and repeat hidden? Even after pressing the button to reveal the shuffle and repeat, its still hidden! You have to do some other action to reveal the repeat and shuffle. Its completely unintuitive. Oh yeah you also cant shuffle all of an artists top tracks? You ca...\nFull Review",Rated 1 stars out of five stars,06-Mar-20,"{'neg': 0.067, 'neu': 0.852, 'pos': 0.081, 'compound': -0.3587}",-0.3587,Negative,-0.114285714,0.43452381,Negative,,1,3
211,Thomas Martin,"I like the music selection, but the functionality seems to be getting worse. I used to be able to play top songs from an artist in my car, but theyve changed it so you can only listen to one song at a time. It will not advance automatically to the next song and you cannot skip forwards or backwards...\nFull Review",Rated 2 stars out of five stars,06-Mar-20,"{'neg': 0.065, 'neu': 0.826, 'pos': 0.11, 'compound': 0.2263}",0.2263,Positive,0.12,0.545,Positive,0,,0
